INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162051405,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,6/28/16 14:10,2016,6,Tuesday,14,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162051156,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,28,,6/27/16 20:45,2016,6,Monday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162049323,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,6/21/16 16:45,2016,6,Tuesday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162047875,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,6/16/16 17:00,2016,6,Thursday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162047874,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,6/16/16 19:06,2016,6,Thursday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162047874,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,6/16/16 19:06,2016,6,Thursday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162038572,1874,Drug Violation,DRUGS - OTHER,A7,28,,5/17/16 16:00,2016,5,Tuesday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162038292,1846,Drug Violation,DRUGS - POSS CLASS E,A7,28,,5/16/16 19:05,2016,5,Monday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162037938,1844,Drug Violation,DRUGS - POSS CLASS C,A7,28,,5/15/16 15:30,2016,5,Sunday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162034996,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,28,,5/5/16 19:25,2016,5,Thursday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162034982,1874,Drug Violation,DRUGS - OTHER,A7,28,,5/5/16 19:05,2016,5,Thursday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162033065,1874,Drug Violation,DRUGS - OTHER,A7,28,,4/28/16 21:05,2016,4,Thursday,21,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162028428,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,4/12/16 18:40,2016,4,Tuesday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162024670,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,3/30/16 20:55,2016,3,Wednesday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162022685,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,3/23/16 19:51,2016,3,Wednesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162021180,1874,Drug Violation,DRUGS - OTHER,A7,28,,3/18/16 17:34,2016,3,Friday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162020635,1846,Drug Violation,DRUGS - POSS CLASS E,A7,28,,3/16/16 19:00,2016,3,Wednesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162019674,1846,Drug Violation,DRUGS - POSS CLASS E,A7,28,,3/13/16 15:34,2016,3,Sunday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162019152,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,3/11/16 19:22,2016,3,Friday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162018868,1874,Drug Violation,DRUGS - OTHER,A7,28,,3/10/16 17:04,2016,3,Thursday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162017741,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,3/6/16 17:50,2016,3,Sunday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162016492,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,3/1/16 19:42,2016,3,Tuesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162015646,1874,Drug Violation,DRUGS - OTHER,A7,28,,2/27/16 20:38,2016,2,Saturday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162013063,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,28,,2/18/16 19:14,2016,2,Thursday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162012524,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,2/16/16 19:27,2016,2,Tuesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162012232,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,2/15/16 18:45,2016,2,Monday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162011554,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,28,,2/12/16 16:55,2016,2,Friday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162011553,1874,Drug Violation,DRUGS - OTHER,A7,28,,2/12/16 18:51,2016,2,Friday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162009998,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,2/6/16 14:09,2016,2,Saturday,14,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162009568,1874,Drug Violation,DRUGS - OTHER,A7,28,,2/4/16 18:59,2016,2,Thursday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162008103,1874,Drug Violation,DRUGS - OTHER,A7,28,,1/30/16 17:09,2016,1,Saturday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162007780,1874,Drug Violation,DRUGS - OTHER,A7,28,,1/29/16 14:52,2016,1,Friday,14,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162007445,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,1/28/16 13:22,2016,1,Thursday,13,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162006721,1874,Drug Violation,DRUGS - OTHER,A7,28,,1/25/16 20:25,2016,1,Monday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162006225,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,1/23/16 0:00,2016,1,Saturday,0,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162005840,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,1/22/16 10:49,2016,1,Friday,10,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162004867,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,1/18/16 18:01,2016,1,Monday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162004258,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,1/16/16 10:53,2016,1,Saturday,10,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162001914,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,1/7/16 19:32,2016,1,Thursday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162001842,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,1/7/16 15:40,2016,1,Thursday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152104451,1874,Drug Violation,DRUGS - OTHER,A7,28,,12/18/15 19:15,2015,12,Friday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152100560,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,12/5/15 19:34,2015,12,Saturday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152099829,1874,Drug Violation,DRUGS - OTHER,A7,28,,12/3/15 12:23,2015,12,Thursday,12,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152095523,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,11/17/15 17:18,2015,11,Tuesday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152094601,1874,Drug Violation,DRUGS - OTHER,A7,28,,11/14/15 13:20,2015,11,Saturday,13,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152094103,1874,Drug Violation,DRUGS - OTHER,A7,28,,11/12/15 20:39,2015,11,Thursday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152094050,1874,Drug Violation,DRUGS - OTHER,A7,28,,11/12/15 18:23,2015,11,Thursday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152092582,1874,Drug Violation,DRUGS - OTHER,A7,28,,11/7/15 17:46,2015,11,Saturday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152090684,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,28,,11/1/15 15:45,2015,11,Sunday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152090681,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,11/1/15 17:07,2015,11,Sunday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152088941,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,10/26/15 20:32,2015,10,Monday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152088615,1846,Drug Violation,DRUGS - POSS CLASS E,A7,28,,10/25/15 16:43,2015,10,Sunday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152085484,1874,Drug Violation,DRUGS - OTHER,A7,28,,10/14/15 16:40,2015,10,Wednesday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152084929,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,10/12/15 21:34,2015,10,Monday,21,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152082269,1874,Drug Violation,DRUGS - OTHER,A7,28,,10/3/15 17:27,2015,10,Saturday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152081589,1874,Drug Violation,DRUGS - OTHER,A7,28,,10/1/15 12:12,2015,10,Thursday,12,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152081448,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,9/30/15 19:15,2015,9,Wednesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152081401,1874,Drug Violation,DRUGS - OTHER,A7,28,,9/30/15 16:39,2015,9,Wednesday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152079978,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,9/25/15 17:22,2015,9,Friday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152078355,1846,Drug Violation,DRUGS - POSS CLASS E,A7,28,,9/20/15 15:35,2015,9,Sunday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152076774,1874,Drug Violation,DRUGS - OTHER,A7,28,,9/15/15 17:22,2015,9,Tuesday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152076478,1874,Drug Violation,DRUGS - OTHER,A7,28,,9/14/15 16:00,2015,9,Monday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152076155,1874,Drug Violation,DRUGS - OTHER,A7,28,,9/13/15 16:43,2015,9,Sunday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152075045,1874,Drug Violation,DRUGS - OTHER,A7,28,,9/9/15 21:46,2015,9,Wednesday,21,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152074672,1874,Drug Violation,DRUGS - OTHER,A7,28,,9/8/15 18:18,2015,9,Tuesday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152074379,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,9/7/15 18:30,2015,9,Monday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152073043,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,9/2/15 20:22,2015,9,Wednesday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152072966,1874,Drug Violation,DRUGS - OTHER,A7,28,,9/2/15 16:51,2015,9,Wednesday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152072407,1846,Drug Violation,DRUGS - POSS CLASS E,A7,28,,8/31/15 14:20,2015,8,Monday,14,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152071488,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,8/28/15 17:55,2015,8,Friday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152070887,1874,Drug Violation,DRUGS - OTHER,A7,28,,8/26/15 19:53,2015,8,Wednesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152070516,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,8/25/15 17:19,2015,8,Tuesday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152068108,1874,Drug Violation,DRUGS - OTHER,A7,28,,8/17/15 16:28,2015,8,Monday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152065912,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,8/9/15 20:32,2015,8,Sunday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152064160,1846,Drug Violation,DRUGS - POSS CLASS E,A7,28,,8/3/15 19:53,2015,8,Monday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152064157,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,8/3/15 0:00,2015,8,Monday,0,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152062687,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,7/29/15 17:02,2015,7,Wednesday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152060672,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,7/22/15 20:47,2015,7,Wednesday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152060641,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,7/22/15 19:07,2015,7,Wednesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152060301,1846,Drug Violation,DRUGS - POSS CLASS E,A7,28,,7/21/15 16:12,2015,7,Tuesday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152060087,1874,Drug Violation,DRUGS - OTHER,A7,28,,7/20/15 0:00,2015,7,Monday,0,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152059199,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,28,,7/17/15 18:45,2015,7,Friday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152055024,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,28,,7/3/15 17:45,2015,7,Friday,17,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152055021,1874,Drug Violation,DRUGS - OTHER,A7,28,,7/3/15 0:00,2015,7,Friday,0,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152055020,1874,Drug Violation,DRUGS - OTHER,A7,28,,7/3/15 0:00,2015,7,Friday,0,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152053541,1874,Drug Violation,DRUGS - OTHER,A7,28,,6/28/15 19:15,2015,6,Sunday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152053540,1874,Drug Violation,DRUGS - OTHER,A7,28,,6/28/15 19:13,2015,6,Sunday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152053008,1874,Drug Violation,DRUGS - OTHER,A7,28,,6/26/15 20:43,2015,6,Friday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152053007,1874,Drug Violation,DRUGS - OTHER,A7,28,,6/26/15 20:43,2015,6,Friday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152052045,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,28,,6/23/15 19:15,2015,6,Tuesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152052045,1815,Drug Violation,DRUGS - POSSESSION,A7,28,,6/23/15 19:15,2015,6,Tuesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152052045,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,28,,6/23/15 19:15,2015,6,Tuesday,19,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152050033,1845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,6/16/15 21:28,2015,6,Tuesday,21,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162032544,2632,Evading Fare,EVADING FARE,A7,28,,4/26/16 23:58,2016,4,Tuesday,23,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172015128,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,A7,28,,2/24/17 17:23,2017,2,Friday,17,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162101817,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,A7,28,,12/14/16 12:40,2016,12,Wednesday,12,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152095222,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,A7,28,,11/16/15 17:38,2015,11,Monday,17,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152081098,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,A7,28,,9/29/15 14:40,2015,9,Tuesday,14,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152073588,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,A7,28,,9/4/15 16:26,2015,9,Friday,16,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152070484,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,A7,28,,8/25/15 15:15,2015,8,Tuesday,15,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172076896,1107,Fraud,FRAUD - IMPERSONATION,A7,28,,9/15/17 21:45,2017,9,Friday,21,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172031292,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,28,,4/22/17 7:40,2017,4,Saturday,7,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162079174,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,28,,9/27/16 16:23,2016,9,Tuesday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162041451,1107,Fraud,FRAUD - IMPERSONATION,A7,28,,6/1/16 15:20,2016,6,Wednesday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152071113,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,28,,8/27/15 15:13,2015,8,Thursday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172024416,2629,Harassment,HARASSMENT,A7,28,,3/8/17 8:00,2017,3,Wednesday,8,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172010574,2629,Harassment,HARASSMENT,A7,28,,2/8/17 15:14,2017,2,Wednesday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162104667,2629,Harassment,HARASSMENT,A7,28,,12/24/16 7:00,2016,12,Saturday,7,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162075074,2629,Harassment,HARASSMENT,A7,28,,9/14/16 14:40,2016,9,Wednesday,14,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162066622,2629,Harassment,HARASSMENT,A7,28,,8/17/16 18:07,2016,8,Wednesday,18,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162066108,2629,Harassment,HARASSMENT,A7,28,,8/15/16 12:00,2016,8,Monday,12,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162059088,2629,Harassment,HARASSMENT,A7,28,,5/30/16 0:00,2016,5,Monday,0,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I162028372,2629,Harassment,HARASSMENT,A7,28,,4/12/16 16:04,2016,4,Tuesday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172105346,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,12/21/17 16:43,2017,12,Thursday,16,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172098659,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/27/17 19:21,2017,11,Monday,19,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172097456,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/22/17 14:00,2017,11,Wednesday,14,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172096662,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/19/17 20:32,2017,11,Sunday,20,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172095512,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/15/17 18:54,2017,11,Wednesday,18,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172094623,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/12/17 15:42,2017,11,Sunday,15,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172093854,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/9/17 17:48,2017,11,Thursday,17,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172093309,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/7/17 20:02,2017,11,Tuesday,20,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172092822,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/6/17 11:35,2017,11,Monday,11,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172091465,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,11/1/17 19:34,2017,11,Wednesday,19,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172089850,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,10/27/17 15:41,2017,10,Friday,15,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172088079,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,10/21/17 19:24,2017,10,Saturday,19,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172087755,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,10/20/17 18:36,2017,10,Friday,18,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172086654,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,10/16/17 22:00,2017,10,Monday,22,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172071808,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,8/30/17 12:02,2017,8,Wednesday,12,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172067542,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,8/16/17 17:51,2017,8,Wednesday,17,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172065989,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,8/11/17 18:59,2017,8,Friday,18,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172055810,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,7/10/17 19:42,2017,7,Monday,19,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172043169,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,5/31/17 19:25,2017,5,Wednesday,19,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172041115,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,5/24/17 0:00,2017,5,Wednesday,0,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I172040263,3115,Investigate Person,INVESTIGATE PERSON,A7,26,,5/22/17 1:51,2017,5,Monday,1,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
